"","fips","Group.1.x","X.x","lat.x","lon.x","place_lat.x","place_lon.x","isharassment.x","propanger","propfear","propanticipation","proptrust","propsurprise","propsadness","propjoy","propdisgust","proppos","propneg","Group.1.y","X.y","lat.y","lon.y","place_lat.y","place_lon.y","isharassment.y","numanger","numfear","numanticipation","numtrust","numsurprise","numsadness","numjoy","numdisgust","numpos","numneg","numwords","numtweets"
"1833",37143,37143,570077.777777778,36.18432844,-76.4722027288889,NA,NA,0,0.0151072124756335,0.00925925925925926,0.00584795321637427,0.00584795321637427,0.00584795321637427,0.0151072124756335,0.0462519936204147,0.00584795321637427,0.0520999468367889,0.0151072124756335,37143,5130700,325.65895596,-688.24982456,NA,NA,0,2,1,1,1,1,2,5,1,6,2,108,9
"1834",37145,37145,499603.718446602,36.391044566699,-78.9859296680582,NA,NA,0.00970873786407767,0.00445110630915787,0.00676143540144769,0.0269546920844701,0.0240376611812173,0.0156729600815739,0.0069906978079622,0.0306187501927867,0.00510900104599997,0.0431530631139929,0.0152568387727115,37145,51459183,3748.27759037,-8135.55075581,NA,NA,1,8,12,48,42,28,14,44,9,64,26,2004,103
"1835",37147,37147,478180.232081911,35.5659681023208,-77.3917828132764,NA,NA,0.0102389078498294,0.0107421108735032,0.00830959192838223,0.0167909160901122,0.0184800373500905,0.00723290552212596,0.0109626468157393,0.0139633366792339,0.00889889333053506,0.0334946490306616,0.0178552575042435,37147,280213616,20841.65730796,-45351.58472858,NA,NA,6,87,64,159,170,61,93,123,65,315,151,10394,586
"1836",37149,37149,639008.928571429,35.2512427742857,-82.1893992714286,NA,NA,0,0.0102040816326531,0,0.014328231292517,0.0213010204081633,0.0117436448263516,0,0.00986394557823129,0.00476190476190476,0.0213010204081633,0.0136054421768707,37149,8946125,493.51739884,-1150.6515898,NA,NA,0,1,0,3,5,3,0,2,1,5,2,280,14
"1837",37151,37151,426881.571428571,35.7506863769498,-79.8281552126641,NA,NA,0.00386100386100386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37151,110562327,9259.42777163,-20675.49220008,NA,NA,1,30,35,81,105,33,33,71,27,138,62,4231,259
"1838",37153,37153,494557.384235722,35.1696173135488,-79.8606340096152,NA,NA,0.0119493821204587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37153,NA,947715.6777482,-2152004.5046571,NA,NA,322,5039,4976,8229,8157,3898,4595,7897,3968,13543,9630,466580,26947
"1839",37155,37155,496573.716272601,34.6771216456328,-79.1237170213769,NA,NA,0.0166898470097357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37155,357036502,24932.85046321,-56889.95253837,NA,NA,12,114,114,188,195,70,103,163,101,313,208,12737,719
"1840",37157,37157,425525.522321429,36.4036102604911,-79.7570274057589,NA,NA,0.00892857142857143,0.010803581349832,0.00768965237633561,0.0172426616820529,0.0189857339176806,0.00723976260593638,0.00676727737776499,0.0163260197330342,0.00775625463915424,0.0320489651836621,0.0184505784092503,37157,95317717,8154.40869835,-17865.57413889,NA,NA,2,32,30,63,72,30,25,57,23,119,58,3783,224
"1841",37159,37159,442687.798597194,35.642472037485,-80.5229544673647,NA,NA,0.00901803607214429,0.0102821565290418,0.0103337000122083,0.0178097319052451,0.0239688101042332,0.00769928061961378,0.00819419754070702,0.018237175915744,0.0104995113400569,0.0378390143190302,0.0194600446569699,37159,441802423,35571.18709341,-80361.90855843,NA,NA,9,145,124,238,314,100,112,220,123,493,242,16147,998
"1842",37161,37161,441595.37414966,35.3485861168707,-81.9074536064626,NA,NA,0,0.00924136170433774,0.00685660108956098,0.0164106207914911,0.0209469481922742,0.00709445464325677,0.00842912250425076,0.0142922767450555,0.00554187848308763,0.0357529249060444,0.0192265398100323,37161,64914520,5196.24215918,-12040.39568015,NA,NA,0,19,17,39,48,17,21,36,11,88,36,2366,147
"1843",37163,37163,395720.413043478,35.0104802116304,-78.3326241372826,NA,NA,0.0108695652173913,0.00806862678908993,0.0116745619167642,0.018428364779401,0.0260570151887119,0.00838065298583201,0.00977539350897723,0.0163184410786713,0.00855248217855172,0.0389643149229736,0.0182575363661201,37163,36406278,3220.96417947,-7206.60142063,NA,NA,1,9,11,20,34,9,11,21,11,53,19,1601,92
"1844",37165,37165,533930.152173913,34.7565353366667,-79.4844171077536,34.7554176086957,-79.4860688804348,0.0072463768115942,0.012283243189152,0.00743412384716732,0.0162900212733075,0.0187955182114333,0.00689621294261892,0.00917575901440596,0.0183552601089156,0.00602064205510898,0.0308879912383076,0.0191936065584933,37165,73682361,4796.40187646,-10968.84956087,4796.24763,-10969.0775055,1,24,19,36,42,15,24,40,15,68,39,2511,138
"1845",37167,37167,415870.556962025,35.359750130443,-80.214074458481,NA,NA,0.0126582278481013,0.012558259470218,0.0114182285049458,0.0255925523059896,0.0381206989337723,0.010012386314363,0.0118211205526503,0.0321418195240818,0.00941321262538277,0.0490566266818925,0.0192312004365158,37167,65707548,5586.84052061,-12673.82376444,NA,NA,2,27,27,58,77,25,30,64,20,107,43,2621,158
"1846",37169,37169,462943.7125,36.301321873125,-80.33594319025,NA,NA,0,0.00800627587991718,0.00947949016563147,0.0307247253735257,0.0256730975493688,0.0070991045991046,0.0118200727340002,0.0223700245974955,0.00867636967501098,0.043637260514803,0.019188720614688,37169,37035497,2904.10574985,-6426.87545522,NA,NA,0,10,9,35,27,8,10,24,8,53,22,1431,80
